감정_대분류	문장
3	성전환을 한 사람은 업무 상 주민등록번호를 적을 때 너무 혼란스러워서 힘들어.성전환을 했음에도 주민등록상에서는 변화가 없으니까 담당자가 사기 치는 줄 아는 경우가 생겨. 너무 슬퍼.매번 상황을 설명하기에 지쳤으니 다음부터는 필요할 때 원래 성별처럼 하고 가야겠어.
3	아내가 출산하는 동안에도 회사 일 때문에 가볼 수가 없어 속상했어.나보다는 아내가 많이 실망했을까 봐 걱정이 돼.일단 아내 마음이 상하지 않게 충분히 대화를 해봐야겠어.
5	지금 출산을 하는데 너무 괴로워.진통을 너무 오래 해서 힘이 다 빠졌어.
5	엄마가 이제 나를 못 알아보시는데 눈물밖에 안 나와치매에 걸리셨는데 요즘 증세가 더 심해진 것 같아.내가 옆에서 잘 돌봐드리는 게 최선이겠지.
3	직장 생활이 재미없어서 우울해.직장이 적성에 맞지 않아. 매일 가야 하는 곳인데 평생 가야 한다 생각하니 우울하네.
5	영원히 젊고 건강할 수만은 없다는 걸 알아서 괴로워.평생 아픈 곳 없이 탱탱한 피부로 살 줄 알았는데 너무 우울해.앞으로는 오늘이 가장 젊고 건강한 날이야. 하루를 즐겁게 보내야겠어.
5	나 오늘 정말 억울한 일을 당했어.버스 요금을 거슬러 받아야 하는데 받질 못했어.그래서 버스 기사와 싸우게 됐어. 
3	유명인이 안 좋게 목숨을 끊은 소식을 들으면 가슴이 철렁해.직접적으로 아는 사람은 아니지만 많은 사람에게 영향을 끼치는 사람이잖아. 정말 그런 소식을 들으면 한동안 멍해져.
3	병원에서 암이라고 하는데 암이 너무 진행돼서 수술도 할 수 없는 상태라더군.수술조차 할 수 없다기에 정말 하늘이 무너지는 기분이었어.차라리 마음 비우고 여행이나 한 번 다녀올까 싶어.
5	중년이 되니까 자꾸 나잇살이 쪄서 억울해.응. 나잇살이 찌는 것 빼고는 건강은 좋아 이제 운동을 시작해야 할 거 같아.
5	친구들이 나에 대해 험담을 하고 있어 괴로워.응. 그래서 학교에 가기가 너무 싫어.
3	시험 성적이 좋지 않아서 자신감이 떨어졌어. 원하는 만큼 나오지 않아 슬퍼.다음 시험도 불안한데 과외를 받을까 고민 중이야.역시 다음 시험도 불안하니 과외를 받는 것이 가장 좋을 거 같아.
5	돈을 많이 버는 친구가 나도 관리를 받으라고 했어. 돈이 있어야 관리를 받지.어. 일부러 샘나라고 그러는 건지 화나.친구한테 화를 좀 내야겠어. 사람 놀리냐고.
5	휴일에 친구들에게 연락 했더니 다들 안 된다고 하네.오랜만에 친구들을 만날 수 있었는데 조금 우울해.혼자서 휴식을 가져봐야겠어. 쉬면서 다시 충전하는 시간을 가질 거야.
5	아내가 정년퇴직을 앞두고 간암에 걸린 내 치료비 때문에 퇴직을 했어. 너무 미안해.회사에서 인정받으면서 일을 좋아하는 아내는 마지막까지 일을 하고 싶었을 텐데. 그래서 더 미안하지.의지를 가지고 병을 이겨낼거야.
5	서른이 넘으니 주변에서 결혼 출산 소식이 물밀 듯이 들려오네. 나만 도태된 것만 같은 기분이 들어.지금부터라도 인연을 만들려고 노력해야 하는 걸까. 난 혼자서 살아가는 삶도 나쁘지 않은데.
5	장거리 연애를 하는 우리 관계에서 나는 항상 어려움을 감수해야하는 입장이야.찾아갈 여유가 있는 사람이 나뿐이니까.만약 다른 인연을 만나게 된다면 다시는 장거리 연애를 하지 않을 거야.
3	요즘 엄마가 아빠 두 분 다 내 이야기를 들어주지 않으셔서 우울해.일상적인 얘기도 편하게 하고 싶었어. 화만 내시니까 주눅 드는 기분이야.
5	오늘 신문에서 본 뉴스는 정말 충격이었어.출산율이 점점 더 낮아지고 있다는 내용이었어. 걱정될 정도더라고.내 보기엔 죄다 신통치 않은 것들이었어. 점차로 좀 나아져야 할 텐데 말이야.
5	친구들이 다 결혼하니 나만 외톨이가 되었어.이제 같이 놀 친구가 없어.가정이 있으니까 전화해서 불러내기도 그래.
5	어머니께서 또 돈을 빌려 달라고 하시네. 너무 힘들어.이미 여러 차례 빌려드렸고 이제 남은 돈도 얼마 없거든. 앞으로 어떻게 살아야 할지 막막해.어머니께 개인 파산을 말씀드리고 있는데 계속 아니라고만 하시네. 아무래도 더 적극적으로 건의를 해야겠어.
3	가장 친했던 동료가 과로로 쓰러졌어.동료이지만 마음이 잘 맞아서 친구처럼 지냈던 사람이 쓰러져서 너무 슬퍼.
5	큰 딸을 시집보내는데 변변한 예단 없이 보낸 것에 딸한테 괴롭고 미안해.우리 딸이 자기가 착실히 번 돈으로 했다곤 했지만 가슴이 미워지네.항상 그 자리에 있어주고 힘들 때나 괴로울 때 든든한 버팀목이 되어 주면 좋을꺼야.
3	학교만 가면 너무 슬퍼.친구들이 나를 괴롭히고 있어 그 상황이 슬퍼.
3	수능은 점점 다가오는데 최근 모의고사 성적이 오히려 더 떨어졌어.그래 좀 더 힘내야겠지.
5	조금씩 모아둔 노후 자금을 가장 친한 친구가 좋은 투자처가 있다 해서 믿고 투자했는데 사기였어.몸도 건강하지 못한데 노후 자금을 믿었던 친구한테 사기 당하니 너무 억울해.
5	당뇨 때문에 보험에 가입하려고 했는데 생각보다 보험비가 생각보다 비싸 포기했어.당뇨 때문에 병원비가 많이 나오면 어떡하지?나중에 병원비가 많이 나오는 것보다 비싸더라도 조금씩 보험료를 내는 게 낫겠어.
5	친구를 괴롭히지 말라고 했다가 나까지 따돌림을 당하게 됐어.어떻게 나까지 괴롭힐 수 있지? 세상에 나쁜 친구들이 너무 많은 것 같아.주변에 도움을 구해야겠어.
5	백내장 치료 시기를 놓쳐서 앞을 볼 수 없게 됐어.백내장 치료 시기만 잘 알았다면 이런 일은 없었을 텐데.모르겠어. 그냥 앞으로도 계속 눈이 안 보일 거라 생각하니까 너무 힘들어.
5	언제부터인가 아이들 뒷바라지한다고 내 꿈은 내팽개치고 사는 것 같아 슬프네.응. 이제는 내 꿈이 뭐였는지 기억도 나지 않지만 아이들만 바라보는 삶은 아니었어.내 또래들은 다 비슷한 생각을 하는 것 같아. 친구들이랑 허심탄회하게 얘기나 해 보려고.
5	나도 나이가 먹을 만큼 먹었는데 나중에 자식들에게 물려줄 재산이 없으니 마음이 안 좋아.자식들이 나를 원망하진 않을까 걱정돼.그냥 한없이 우울할 따름이야. 이제 와서 돈을 벌 수도 없고.
5	내가 학교에서 따돌림 받는데 오늘은 맞기까지 했어.맞은 곳보다 충격이 더 컸어.
3	나는 열심히 일해도 보람이 없어 나는 되는 일이 없어열심히 고민하고 나름대로 생각해서 작성했던 기획안이 또 탈락했어.
3	시한부 인생을 사는 건 정말 힘들어. 의사가 먹으라는 약이나 치료가 나한테는 아무 소용이 없어.의사가 하라는 대로 했는데 나아지지 않으니까 매우 당황스러워.비슷한 경험이 있는 사람이 있는지 찾아보고 조언을 구해야겠어.
5	오랜만에 집에 일찍 와서 혼자 대청소했더니 엄마가 유난 떨지 말라고 하시는 거 있지. 많이 억울하고 속상해.칭찬도 아니고 유난 떨지 말라고 말씀하시다니. 엄마는 왜 말을 예쁘고 좋게 못 하시는지 모르겠어.언니랑 저녁에 치킨에 콜라 마시면서 하소연해야겠어. 그럼 마음이 좀 풀릴 것 같아.
3	학교폭력 예방 교육에 환멸을 느껴. 이런거 당해보니 하나도 도움 안 되던데 왜 하는거지.예방법보다는 가해자들 처벌이나 강화했으면 좋겠어. 처벌이 약하니 당당하게 더 그러더라.
3	요즘 너무 우울해서 평소에 나 같지 않게 축 처져 있어.노후 준비로 돈을 모으고 악착같이 일하고 있는데 다 늙어서 그런 삶이 무슨 의미가 있을까 하는 생각이 들어. 그럴 때면 우울한 생각이 들어.친구도 만나고 맛있는 것도 먹으러 다니고 했어. 그렇지만 그런 생각이 들 때면 여전히 우울해져.
3	원하던 대학에는 못 갈것 같아. 내 인생은 엉망이야.공부해야 하지만 난 그만큼 성적을 낼 수 없을거야.
5	명절이 다가오니까 돈 들일이 많아.손자 손녀들에게 용돈을 줘야 하기 때문이야.응. 그렇지만 옆집 친구처럼 돈이 많아서 용돈을 많이 줄 수 있으면 좋을 텐데 아쉬워.
3	얼마 전에 아내가 유산을 했는데 아내가 너무 비통하고 힘들어 해.당분간 아내 곁에 머무르면서 따뜻한 말과 함께 위로를 계속해주려고 해.
5	병원도 가까운데 병문안을 오지 않는 건 좀 섭섭하네.나랑 같이 일하는 김 영감이 내 병문안을 한 번도 안 왔어.응. 이럴 게 아니라 그냥 내가 먼저 어떻게 된 건지 물어봐야겠어.
3	형한테 실망했어.같이 게임하고선 엄마한테는 자기는 안 했다고 하더라.
5	아르바이트하던 동생이 오토바이 사고로 장애를 얻게 되어서 너무 슬퍼.밤낮없이 열심히 살던 동생인데 왜 그런 동생에게 이런 일이 벌어졌는지 하늘이 원망스러워.일단은 동생 곁에 있어주면서 내가 돌봐야겠어.
3	사람들은 왜 다 나중에 후회를 하는 걸까? 나도 그렇지만 말이야.삼촌이 갑자기 교통사고로 돌아가셨어. 삼촌이 날 많이 좋아했는데 내가 맨날 툴툴댔거든. 그게 너무 미안해.삼촌이 볼 수 있을지 모르겠지만 편지를 쓸래. 써서 삼촌 유골함에 넣어놓을래. 그래야 후회가 좀 덜 될 것 같아.
3	손녀가 너무 보고 싶은데 바빠서 병문안에 오질 않네.서운하지만 바쁜 걸 이해해서 괜찮아. 대신 전화도 많이 하고 나한테 많이 미안해하거든.손녀가 방학을 하면 시간이 많아져서 자주 온다고 했어. 곧 방학이거든.
3	입시가 다가올수록 내 실력이 보잘것없이 보이고 더는 하기 싫어져. 다른 애들에 비해 나는 너무 모자라 보이고 이젠 입시라는 단어만 들어도 진저리가 나.그냥 입시 끝날 때까지만 참아보려고. 지금 그만둘 수도 없는 노릇이잖아.
3	아이를 낳은 것을 후회해.아이를 낳고 내 삶이 없어졌거든.다음 주는 남편에게 아이를 돌보라고하고 친정에 가서 지친 내마음을 달래려고 해.
5	이번 명절에 부모님 건강검진을 받게 해주고 싶었는데 돈이 없어서 못 해 드릴 것 같아. 이번 달 생활비도 막막해.딱히 아픈 곳이 있지는 않은데 그래도 나이가 있으셔서 검사를 한번 받으면 좋겠어.
3	늙은이가 되니 모든 것에 제약이 있어.늙었다고 해서 당연히 못 하겠거니 하고 안 받아주는 곳은 왜 그리도 많은지.내가 할 수 있는 건 할 수 있다고 말은 해 볼 거야.
3	따돌림 때문에 고민이야.이 년 정도 되었어. 그래서 이제는 무감각해. 그래도 벗어나고 싶은데 어떻게 해야 할지 모르겠어.
3	회사 일로 바쁘다고 가정에 소홀했더니 가족끼리 관계가 멀어진 것 같아.애들은 자리를 피해 버리고 와이프는 밥만 차려주고 방으로 들어가 버려. 나름 열심히 살려고 한 건데.
3	자식들이 돈 얘기를 할 때만 나를 찾아와서 너무 화가 나고 슬퍼.얼굴 한번 보여 달라고 할 때는 무시하더니 유산 관련 얘기에는 한달음에 찾아오니 너무 허망해.자식들이 괘씸하니 자산을 다 사회에 환원한다고 하고 내 취미생활에 열중하겠어.
3	이번에 배치받은 부서가 내가 하던 일과 달라. 회사에서 나를 내치려고 일부러 보낸 거 같아.응. 그들은 회사가 나를 내쫓으려고 하진 않을 거라 하더라.응. 나를 다양한 업무를 경험토록 해서 관리자로 성장시킬 생각이래.
5	건강검진 결과를 받고 한참을 울었어. 너무 괴롭고 외로워.내 건강이 많이 안 좋아졌대. 수술하고 괜찮은 줄 알았는데 아닌가 봐.나를 걱정해 줄 사람이 없어. 가족들은 각자 살기 바쁘고 친구들도 연락 안 한 지 오래되었거든.
5	업무 처리가 형편없다고 부장님께 혼이 났어.사람들 앞에서 나보고 낙하산이 아니냐고 하는데 너무 속상해서 눈물이 나더라.
5	오늘 친구가 빌린 돈을 갚겠다고 했는데 연락이 없어.그 돈을 나에게 갚지 않으면 나도 당장 먹고살기 힘든 걸 알고 있을 텐데.우선 친구집에 찾아가봐야겠어.
5	오빠가 대학을 포기하고 취업을 하기로 해서 너무 마음이 아파.집이 너무 가난해서 돈이 많이 드는 대학을 갈 수가 없었어.난 공부를 열심히 하고 빨리 취직해서 오빠를 돕고 싶어.
3	요즘 코로나 일구 때문에 재택근무를 하다 보니 집안 식구들이랑 부딪힐 때가 있어 힘드네.직장과 가정이 분리되지 않은 상황에서 식구들이랑 본의 아니게 마찰이 생기니까 짜증 나.짜증을 내고 싶지는 않았는데 나도 모르게 입 밖으로 싫은 소리를 내면 뒤돌아서서 후회하지.
3	오랜만에 운동을 너무 열심히 했더니 지쳐서 한동안 움직이지 못해서 속상해.몸을 갑자기 써서 그런지 치료를 받아야 하고 너무 답답해.치료를 열심히 받고 재활운동도 열심히 해야겠어.
5	회사 상사의 말을 들을 때마다 정신적으로 고통스러워. 매일 매일 내가 무능한 사람은 아닌지 자꾸만 나 자신을 자책하게 돼.나 자신에 대한 긍정적인 부분을 더 찾거나 나를 좋아하는 사람들을 만나야겠어.
